name,url,category,subcategory,tags,description,free_tier,catalog_or_supplier,status,last_checked,replacement_url,notes
rob-med/awesome-TS-anomaly-detection,https://github.com/rob-med/awesome-TS-anomaly-detection,Datasets,Data,"github,awesome_list,github_api,anomaly-detection,awesome-list,data-analysis,data-mining,machine-learning,outlier-detection,temporal-data,time-series",List of tools & datasets for anomaly detection on time-series data.,,,unknown,,,source=github api: awesome dataset | confidence=93
shramos/Awesome-Cybersecurity-Datasets,https://github.com/shramos/Awesome-Cybersecurity-Datasets,Datasets,Security,"github,dataset,data,security,cybersecurity,awesome_list,github_api,attack,dataframe,datasets,deep,deeplearning,events",A curated list of amazingly awesome Cybersecurity datasets,,,unknown,,,source=github api: awesome dataset | confidence=93
wenhwu/awesome-remote-sensing-change-detection,https://github.com/wenhwu/awesome-remote-sensing-change-detection,Datasets,Data,"github,awesome_list,github_api,awesome,change-detection,dataset,deep-learning,remote-sensing","A comprehensive and up-to-date compilation of datasets, tools, methods, review papers, and competitions for remote sensing change detection.",,,unknown,,,source=github api: awesome dataset | confidence=93
wq2012/awesome-diarization,https://github.com/wq2012/awesome-diarization,Datasets,Data,"github,awesome_list,github_api,awesome,awesome-list,deep-learning,machine-learning,speaker-diarization,speech-processing,speech-recognition","A curated list of awesome Speaker Diarization papers, libraries, datasets, and other resources.",,,unknown,,,source=github api: awesome dataset | confidence=93
Yochengliu/awesome-point-cloud-analysis,https://github.com/Yochengliu/awesome-point-cloud-analysis,Datasets,Data,"github,awesome_list,github_api,3d-graphics,3d-reconstruction,3d-registration,3d-representation,point-cloud-classification,point-cloud-dataset,point-cloud-detection,point-cloud-processing",A list of papers and datasets about point cloud analysis (processing),,,unknown,,,source=github api: awesome dataset | confidence=93
youngfish42/Awesome-FL,https://github.com/youngfish42/Awesome-FL,Datasets,Data,"github,awesome_list,github_api,artificial-intelligence,awesome,computer-vision,data-mining,database,deep-learning,efficiency,federated-learning","Comprehensive and timely academic information on federated learning (papers, frameworks, datasets, tutorials, workshops)",,,unknown,,,source=github api: awesome dataset | confidence=93
youngguncho/awesome-slam-datasets,https://github.com/youngguncho/awesome-slam-datasets,Datasets,Data,"github,dataset,data,awesome_list,github_api",A curated list of awesome datasets for SLAM,,,unknown,,,source=github api: awesome dataset | confidence=93
ZHOUYI1023/awesome-radar-perception,https://github.com/ZHOUYI1023/awesome-radar-perception,Datasets,Data,"github,awesome_list,github_api,autonomous-driving,autonomous-vehicles,dataset,deep-learning,detection,fusion,radar,slam","A curated list of radar datasets, detection, tracking and fusion",,,unknown,,,source=github api: awesome dataset | confidence=93
awesome-data,https://github.com/datasets/awesome-data,Datasets,Data,"github,data,awesome_list",discovered by atlas harvester,,,unknown,,,source=raw markdown: https://raw.githubusercontent.com/datasets/awesome-data/master/README.md | confidence=83
cirosantilli/china-dictatorship,https://github.com/cirosantilli/china-dictatorship,Datasets,Data,"github,awesome_list,github_api,996,censorship,censorship-circumvention,china,china-dictatorship,chinese-communist-party,covid-19,covid-19-china","反中共政治宣传库。Anti Chinese government propaganda. 住在中国真名用户的网友请别给星星，不然你要被警察请喝茶。常见问答集，新闻集和饭店和音乐建议。卐习万岁卐。冠状病毒审查郝海东新疆改造中心六四事件法轮功 996.ICU709大抓捕巴拿马文件邓家贵低端人口西藏骚乱。Friends who live in China and have real name on account, please don't star this repo, or e",,,unknown,,,source=github api: awesome dataset | confidence=83
